powermappers;powermappers-v23.zip;https://fo.aspekt.fi/downloads/powermappers-v23.zip;b81bcc45751ca756ffe7493f72d0df17b0a6653ecbd20714976c9b3fab9b6bdf
myask;Myask_ppak_32_33_48_65_107.zip;http://forums.nesdev.com/download/file.php?id=5989;e71ec9f69ec81d81afed48d7d9334683e6cc55a5877d1cb06c7bca4ea903f755
action53;AP1C-kev-v4-32k.zip;https://forums.nesdev.com/download/file.php?id=161;76acf08823f622874696269106308ec34a057cb1a050d49eae2d81383d7c5fdf
gtrom;MAP6F.zip;https://forums.nesdev.com/download/file.php?id=10572;479cc95d0c374a6f9191a7d1f1049632d084f35ddbf69ed1cf604d3611196a4e
magickidgoogoo;mapper190.zip;https://forums.nesdev.com/download/file.php?id=8373;e10fd4a2586c40e6fca9d0801227b5c128691c8f785ff07458ffcdc907d9019c
unrom512;PowerpakMapper30_v4.zip;https://drive.google.com/uc?export=download&id=1SZa0dr7w--m7CTQXivtiEwL-YLLKy6KI;c7657bf523b64fa1b284189190f4ed54de935446050cfcf5a6a07789913c9388
